Team First Last             Ag    G   AB    R    H  2B 3B  HR  RBI  BB   SO    BA   OBP   SLG  SB  CS GDP HBP  SH  SF IBB  OPS
 SFG Matt Morris            32   19   38    3    7   1  0   0    1   1   10  .184  .205  .211   0   0   0   0   6   0   0    8
 SFG Russ Ortiz             33   12   17    0    3   1  0   0    3   0    4  .176  .176  .235   0   0   0   0   2   0   0    6
 SFG Kevin Correia          26   57   15    0    1   0  0   0    0   1    4  .067  .125  .067   0   0   0   0   3   0   0  -48
 SFG Patrick Misch          25   18    9    0    1   0  0   0    0   0    3  .111  .111  .111   0   0   0   0   1   0   0  -42
 SFG Jonathan Sanchez       24   31    6    0    1   1  0   0    1   0    3  .167  .167  .333   0   0   0   0   1   0   0   25
 SFG Travis Blackley        24    2    3    0    1   0  0   0    0   0    1  .333  .333  .333   0   0   0   0   0   0   0   74
 SFG Vinnie Chulk           28   55    3    0    1   0  0   0    0   0    0  .333  .333  .333   0   0   1   0   0   0   0   74
 SFG Scott Atchison         31   22    2    0    0   0  0   0    0   0    1  .000  .000  .000   0   0   0   0   0   0   0 -100
 SFG Brad Hennessey         27   68    1    0    0   0  0   0    0   0    0  .000  .000  .000   0   0   0   0   0   0   0 -100
 SFG Steve Kline            34   67    1    0    0   0  0   0    0   0    1  .000  .000  .000   0   0   0   0   0   0   0 -100
 SFG Jack Taschner          29   60    1    0    0   0  0   0    0   0    0  .000  .000  .000   0   0   0   0   1   0   0 -100
 WSN Brian Schneider        30  129  408   33   96  21  1   6   54  56   56  .235  .326  .336   0   0  15   2   4   7   7   77
 WSN Dmitri Young           33  136  460   57  147  38  1  13   74  44   74  .320  .378  .491   0   0  13   1   0   3   6  129
 WSN Ron Belliard           32  147  511   57  148  35  1  11   58  34   72  .290  .332  .427   3   0  12   1   6   5   1  100
 WSN Ryan Zimmerman         22  162  653   99  174  43  5  24   91  61  125  .266  .330  .458   4   1  26   3   0   5   3  107
 WSN Felipe Lopez           27  154  603   70  148  25  6   9   50  53  109  .245  .308  .352  24   9  11   4   5   6   1   75
 WSN Ryan Church            28  144  470   57  128  43  1  15   70  49  107  .272  .349  .464   3   2  12   8   0   3   4  114
 WSN Nook Logan             27  118  325   39   86  18  4   0   21  19   86  .265  .304  .345  23   5   9   0   5   1   1   72
 WSN Austin Kearns          27  161  587   84  156  35  1  16   74  71  106  .266  .355  .411   2   2  13  12   0   4   5  103
 WSN Robert Fick            33  118  197   24   46   6  1   2   16  19   42  .234  .309  .305   0   1   9   3   1   1   1   64
 WSN Jesus Flores           22   79  180   21   44   9  0   4   25  14   48  .244  .310  .361   0   1   5   3   0   0   0   78
 WSN Cristian Guzman        29   46  174   31   57   6  6   2   14  15   21  .328  .380  .466   2   0   1   1   0   2   1  124
 WSN Ryan Langerhans        27  103  162   24   32   6  2   6   22  22   63  .198  .296  .370   3   0   1   1   1   1   1   76
 WSN Wily MoPena            25   37  133   24   39   4  0   8   22   8   36  .293  .352  .504   2   0   2   4   0   0   2  124
 WSN D'Angelo Jimenez       29   73  102   14   25   7  0   2   10  21   22  .245  .379  .373   2   1   3   1   4   0   0  101
 WSN Tony Batista           33   80  101   10   26   3  0   2   16  12   14  .257  .347  .347   0   0   4   3   0   2   3   86
 WSN Kory Casto             25   16   54    1    7   2  0   0    3   2   17  .130  .158  .167   0   0   3   0   0   1   0  -13
 WSN Chris Snelling         25   24   49    6   10   1  1   1    7   9   11  .204  .361  .327   0   1   1   3   0   0   1   85
 WSN Michael Restovich      28   15   28    0    4   1  0   0    1   1    8  .143  .172  .179   0   0   0   0   0   0   0   -6
 WSN Justin Maxwell         23   15   26    5    7   0  0   2    5   1    8  .269  .296  .500   0   0   0   0   0   0   0  107
 WSN Josh Wilson            26   15   19    3    1   0  0   0    0   5    6  .053  .280  .053   0   0   0   1   0   0   0   -4
 WSN Brandon Watson         25    5   18    2    5   1  0   0    2   1    1  .278  .316  .333   1   0   0   0   0   0   1   73
 WSN Matt Chico             24   30   48    1    8   0  0   0    3   0   11  .167  .167  .167   0   0   0   0   9   0   0  -11
 WSN Jay Bergmann           25   22   37    2    5   0  0   0    0   1   17  .135  .158  .135   0   0   1   0   6   0   0  -21
 WSN Mike Bacsik            29   27   29    1    3   1  0   0    1   1    6  .103  .133  .138   0   0   0   0   4   0   0  -28
 WSN Tim Redding            29   15   28    1    2   1  0   0    2   0   11  .071  .071  .107   0   0   1   0   1   0   0  -53
 WSN Shawn Hill             26   16   26    2    2   0  0   0    0   3   10  .077  .200  .077   0   0   0   1   7   0   0  -22
 WSN Jason Simontacchi      33   11   19    1    1   0  0   0    0   0    5  .053  .053  .053   0   0   0   0   1   0   0  -72
 WSN Joel Hanrahan          25   12   14    3    4   2  1   0    3   0    5  .286  .286  .571   0   0   0   0   3   0   0  120
 WSN John Lannan            22    6   13    1    2   1  0   0    1   0    5  .154  .154  .231   0   0   1   0   0   0   0    0
 WSN Micah Bowie            32   28   11    0    1   0  0   0    1   0    4  .091  .091  .091   0   0   0   0   2   0   0  -51
 WSN John Patterson         29    7   10    0    0   0  0   0    0   0    7  .000  .000  .000   0   0   0   0   0   0   0 -100
 WSN Jerome Williams        25    6    7    0    1   0  0   0    0   0    4  .143  .250  .143   0   0   0   1   1   0   0    9
 WSN Levale Speigner        26   17    4    0    0   0  0   0    0   1    2  .000  .200  .000   0   0   0   0   3   0   0  -40
 WSN Billy Traber           27   23    4    0    0   0  0   0    0   0    3  .000  .000  .000   0   0   0   0   0   0   0 -100
 WSN Jon Rauch              28   83    3    0    0   0  0   0    0   0    2  .000  .000  .000   0   0   0   0   0   0   0 -100
 WSN Winston Abreu          30   24    2    0    0   0  0   0    0   0    1  .000  .000  .000   0   0   0   0   0   0   0 -100
 WSN Chris Schroder         28   37    2    0    0   0  0   0    0   0    1  .000  .000  .000   0   0   0   0   0   0   0 -100
 WSN Jesus Colome           29   56    1    0    0   0  0   0    0   0    1  .000  .000  .000   0   0   0   0   0   0   0 -100
 WSN Chad Cordero           25   71    1    0    0   0  0   0    0   0    1  .000  .000  .000   0   0   0   0   0   0   0 -100
 WSN Saul Rivera            29   80    1    0    0   0  0   0    0   1    0  .000  .500  .000   0   0   0   0   0   0   0   50
