Team First Last             Ag    G   AB    R    H  2B 3B  HR  RBI  BB   SO    BA   OBP   SLG  SB  CS GDP HBP  SH  SF IBB  OPS
 CHC Eric Patterson         24    7    8    0    2   1  0   0    0   0    3  .250  .250  .375   0   0   0   0   1   0   0   56
 CHC Sam Fuld               25   14    6    3    0   0  0   0    0   3    3  .000  .333  .000   0   0   0   0   0   0   0   -4
 CHC Scott Moore            23    2    5    0    0   0  0   0    0   0    2  .000  .000  .000   0   0   0   0   0   0   0 -100
 CHC Carlos Zambrano        26   36   81    9   20   2  0   2    5   0   29  .247  .247  .346   0   0   0   0   5   0   0   49
 CHC Ted Lilly              31   33   73    5   10   1  0   0    5   1   32  .137  .149  .151   1   0   1   0   3   0   0  -23
 CHC Jason Marquis          28   39   72    9   10   3  0   1    4   1   24  .139  .151  .222   0   0   0   0   4   0   0   -7
 CHC Rich Hill              27   31   63    0    8   2  0   0    5   1   33  .127  .141  .159   0   0   1   0   3   0   0  -24
 CHC Sean Marshall          24   19   29    1    3   1  0   0    0   1   13  .103  .133  .138   0   0   0   0   4   0   0  -31
 CHC Angel Guzman           25   12    7    0    0   0  0   0    0   0    2  .000  .000  .000   0   0   0   0   0   0   0 -100
 CHC Steve Trachsel         36    4    7    0    1   0  0   0    0   0    1  .143  .143  .143   0   0   0   0   0   0   0  -27
 CHC Carlos Marmol          24   56    6    0    0   0  0   0    0   0    3  .000  .000  .000   0   0   0   0   1   0   0 -100
 CHC Wade Miller            30    3    4    0    1   0  0   0    0   0    0  .250  .250  .250   0   0   0   0   0   0   0   28
 CHC Michael Wuertz         28   71    2    0    0   0  0   0    0   0    1  .000  .000  .000   0   0   0   0   0   0   0 -100
 CHC Rocky Cherry           27   12    1    0    0   0  0   0    0   0    0  .000  .000  .000   0   0   0   0   0   0   0 -100
 CHC Ryan Dempster          30   64    1    0    0   0  0   0    0   0    0  .000  .000  .000   0   0   0   0   0   0   0 -100
 CHC Scott Eyre             35   54    1    0    0   0  0   0    0   0    0  .000  .000  .000   0   0   0   0   0   0   0 -100
 CHC Sean Gallagher         21    8    1    0    0   0  0   0    0   0    0  .000  .500  .000   0   0   0   1   0   0   0   44
 CHC Kerry Wood             30   22    1    0    0   0  0   0    0   0    1  .000  .000  .000   0   0   0   0   0   0   0 -100
 SDP Josh Bard              29  118  389   42  111  27  2   5   51  50   58  .285  .364  .404   0   1  16   0   1   3   7  107
 SDP Adrian Gonzalez        25  161  646  101  182  46  3  30  100  65  140  .282  .347  .502   0   0   6   3   0   6   9  125
 SDP Marcus Giles           29  116  420   52   96  19  3   4   39  44   82  .229  .304  .317  10   3  10   3   6   3   0   68
 SDP Kevin Kouzmanoff       25  145  484   57  133  30  2  18   74  32   94  .275  .329  .457   1   0   9  10   2   6   2  109
 SDP Khalil Greene          27  153  611   89  155  44  3  27   97  32  128  .254  .291  .468   4   0  12   5   0  11   3  100
 SDP Terrmel Sledge         30  100  200   22   42   9  0   7   23  27   60  .210  .310  .360   1   2   7   3   1   2   2   80
 SDP Mike Cameron           34  151  571   88  138  33  6  21   78  67  160  .242  .328  .431  18   5   9   8   2   3   1  103
 SDP Brian Giles            36  121  483   72  131  27  2  13   51  64   61  .271  .361  .416   4   6   8   4   0   1   5  109
 SDP Geoff Blum             34  122  330   34   83  21  1   5   33  32   52  .252  .319  .367   0   0  10   2   3   3   4   84
 SDP Jose Cruz              33   91  256   37   60  12  3   6   21  31   65  .234  .316  .375   6   1   3   0   5   1   1   86
 SDP Milton Bradley         29   42  144   31   45   5  1  11   30  23   27  .313  .414  .590   3   1   3   2   0   0   2  167
 SDP Michael Barrett        30   44  133    6   30   8  0   0   12   2   21  .226  .235  .286   0   0   5   0   0   1   0   40
 SDP Russell Branyan        31   61  122   16   24   5  1   7   19  21   48  .197  .322  .426   1   0   1   2   0   1   1  100
 SDP Scott Hairston         27   31   87   16   25   5  1   8   20   7   18  .287  .337  .644   0   0   0   0   0   1   0  156
 SDP Rob Bowen              26   30   82   12   22   8  0   2   11  13   28  .268  .371  .439   1   2   0   1   1   1   3  118
 SDP Hiram Bocachica        31   27   63    9   15   4  0   1    2   5   13  .238  .294  .349   3   2   0   0   0   0   0   73
 SDP Morgan Ensberg         31   30   58   11   13   3  0   4    8   7   19  .224  .308  .483   0   0   1   0   0   0   0  109
 SDP Rob Mackowiak          31   28   56    6   11   3  0   0    2   3   18  .196  .262  .250   1   0   2   2   0   0   0   39
 SDP Brady Clark            34   21   49    6   15   1  2   0    6   8    7  .306  .404  .408   0   1   2   0   0   0   2  120
 SDP Paul McAnulty          26   20   40    5    8   1  0   1    5   3   10  .200  .256  .300   0   0   0   0   0   0   1   49
 SDP Oscar Robles           31   24   26    0    6   0  0   0    2   2    4  .231  .286  .231   0   0   0   0   5   0   1   42
 SDP Pete LaForest          29   10   25    7    9   1  0   1    3   5    8  .360  .467  .520   0   0   0   0   0   0   1  166
 SDP Chase Headley          23    8   18    1    4   1  0   0    0   2    4  .222  .333  .278   0   0   2   1   0   0   0   68
 SDP Brian Myrow            30   12   10    0    1   1  0   0    1   1    4  .100  .250  .200   0   0   1   1   0   0   0   24
 SDP Craig Stansberry       25   11    7    1    2   0  0   0    1   0    3  .286  .375  .286   0   0   0   1   2   0   0   82
 SDP Jason Lane             30    3    2    0    0   0  0   0    0   0    1  .000  .000  .000   0   0   0   0   0   0   0 -100
 SDP Colt Morton            25    1    1    0    0   0  0   0    0   0    0  .000  .000  .000   0   0   0   0   0   0   0 -100
 SDP Jake Peavy             26   36   73    8   17   4  1   0    7   2   14  .233  .250  .315   0   0   1   0   8   1   0   51
 SDP Greg Maddux            41   33   62    2    9   2  0   0    0   1   19  .145  .159  .177   1   0   2   0   9   0   0   -9
 SDP Chris Young            28   29   46    2    6   1  0   0    2   5   15  .130  .231  .152   0   0   1   1   6   0   0    6
 SDP David Wells            44   22   38    1    4   0  0   0    0   0   12  .105  .105  .105   0   0   0   0   4   0   0  -43
 SDP Justin Germano         24   24   32    2    5   1  0   0    2   3   13  .156  .229  .188   0   0   0   0   6   0   0   14
 SDP Clay Hensley           27   13   14    0    3   0  0   0    2   0    8  .214  .214  .214   1   0   0   0   2   0   0   16
 SDP Jack Cassel            26    6    8    2    1   0  0   0    0   0    3  .125  .125  .125   0   0   1   0   0   0   0  -32
 SDP Brett Tomko            34    7    8    0    0   0  0   0    0   0    4  .000  .000  .000   0   0   0   0   0   0   0 -100
 SDP Kevin Cameron          27   47    4    0    0   0  0   0    0   0    3  .000  .000  .000   0   0   0   0   0   0   0 -100
 SDP Justin Hampson         27   37    4    0    0   0  0   0    0   0    1  .000  .000  .000   0   0   1   0   0   0   0 -100
 SDP Tim Stauffer           25    2    4    1    1   0  0   0    2   0    2  .250  .250  .250   0   0   0   0   1   0   0   36
 SDP Doug Brocail           40   64    2    0    1   0  0   0    0   0    1  .500  .500  .500   0   0   0   0   0   0   0  171
 SDP Mike Thompson          26    7    2    0    0   0  0   0    0   0    1  .000  .000  .000   0   0   0   0   0   0   0 -100
 SDP Wilfredo Ledezma       26    9    1    1    0   0  0   0    0   0    0  .000  .000  .000   0   0   0   0   0   0   0 -100
 SDP Cla Meredith           24   78    1    0    0   0  0   0    0   0    0  .000  .000  .000   0   0   0   0   0   0   0 -100
 LAD Russell Martin         24  151  540   87  158  32  3  19   87  67   89  .293  .374  .469  21   9  16   7   0   6   1  113
 LAD James Loney            23   96  344   41  114  18  4  15   67  28   48  .331  .381  .538   0   1   6   1   0   2   5  131
 LAD Jeff Kent              39  136  494   78  149  36  1  20   79  57   61  .302  .375  .500   1   3  17   5   0   6   4  121
 LAD Nomar Garciaparra      33  121  431   39  122  17  0   7   59  31   41  .283  .328  .371   3   1   6   0   0   4   5   78
 LAD Rafael Furcal          29  138  581   87  157  23  4   6   47  55   68  .270  .333  .355  25   6  11   1   2   3   3   76
 LAD Luis Gonzalez          39  139  464   70  129  23  2  15   68  56   56  .278  .359  .433   6   2  11   4   0   2   4  101
 LAD Juan Pierre            29  162  668   96  196  24  8   0   41  33   37  .293  .331  .353  64  15  10   6  20   2   0   75
 LAD Andre Ethier           25  153  447   50  127  32  2  13   64  46   68  .284  .350  .452   0   4  10   4   0   8  12  103
 LAD Matt Kemp              22   98  292   47  100  12  5  10   42  16   66  .342  .373  .521  10   5   6   0   0   3   0  125
 LAD Tony Abreu             22   59  166   19   45  14  1   2   17   7   21  .271  .309  .404   0   0   5   3   0   2   1   80
 LAD Wilson Betemit         25   84  156   22   36   8  0  10   26  32   49  .231  .359  .474   0   0   1   1   0   3   0  110
 LAD Ramon Martinez         34   67  129   10   25   4  0   0   27  11   15  .194  .248  .225   1   0   0   0   2   5   0   22
 LAD Olmedo Saenz           36   92  110    9   21   5  0   4   18  16   25  .191  .295  .345   0   0   5   2   0   4   0   63
 LAD Andy LaRoche           23   35   93   16   21   5  0   1   10  20   24  .226  .365  .312   2   1   1   1   0   1   5   75
 LAD Mike Lieberthal        35   38   77    6   18   2  0   0    1   4   11  .234  .280  .260   0   0   2   1   0   0   0   39
 LAD Wilson Valdez          29   41   74   12   16   2  1   0    7   4   12  .216  .263  .270   1   0   0   1   0   1   0   36
 LAD Shea Hillenbrand       31   20   70    6   17   0  2   1    9   2   12  .243  .257  .343   0   1   3   0   0   2   1   51
 LAD Brady Clark            34   47   58    7   13   4  0   0    5   6   11  .224  .308  .293   1   2   1   1   1   0   0   55
 LAD Delwyn Young           25   19   34    4   13   1  1   2    3   2    5  .382  .417  .647   1   0   0   0   0   0   0  166
 LAD Mark Sweeney           37   30   33    2    9   1  0   0    3   1   11  .273  .294  .303   0   0   0   0   0   0   0   53
 LAD Chin-Lung Hu           23   12   29    5    7   0  1   2    5   0    8  .241  .241  .517   0   0   0   0   2   0   0   86
 LAD Marlon Anderson        33   23   26    3    6   0  0   0    2   3    5  .231  .310  .231   1   0   0   0   0   0   0   41
 LAD Chad Moeller           32    7    8    2    1   0  0   0    0   0    1  .125  .222  .125   0   0   1   1   0   0   0   -8
 LAD Brad Penny             29   31   65    7   16   6  0   0    7   1   23  .246  .279  .338   0   0   0   2   7   0   0   57
 LAD Derek Lowe             34   31   59    2    7   0  0   0    1   5   17  .119  .185  .119   0   0   1   0   6   1   0  -20
 LAD Chad Billingsley       22   41   36    1    4   1  0   0    2   1   19  .111  .135  .139   0   0   2   0   4   0   0  -30
 LAD Randy Wolf             30   19   30    1    5   2  0   0    2   4   13  .167  .265  .233   0   0   0   0   3   0   0   29
 LAD Mark Hendrickson       33   35   27    1    1   1  0   0    1   2   10  .037  .103  .074   0   0   0   0   1   0   0  -54
 LAD Brett Tomko            34   31   23    0    0   0  0   0    1   1   16  .000  .042  .000   0   0   0   0   5   0   0  -88
 LAD David Wells            44    7   15    2    4   1  0   0    1   0    6  .267  .267  .333   0   0   0   0   0   0   0   52
 LAD Eric Stults            27   13   12    1    4   2  0   0    0   0    5  .333  .333  .500   0   0   0   0   0   0   0  109
 LAD Esteban Loaiza         35    5    7    0    1   0  0   0    2   0    2  .143  .143  .143   0   0   1   0   2   0   0  -27
 LAD Jason Schmidt          34    6    7    1    1   0  0   1    1   0    4  .143  .143  .571   0   0   0   0   1   0   0   70
 LAD Hong-Chih Kuo          25    5    6    1    1   0  0   1    1   0    3  .167  .167  .667   0   0   0   0   2   0   0   98
 LAD Joe Beimel             30   80    1    0    0   0  0   0    0   0    1  .000  .000  .000   0   0   0   0   0   0   0 -100
 LAD Rudy Seanez            38   68    1    0    0   0  0   0    0   0    1  .000  .000  .000   0   0   0   0   0   0   0 -100
 STL Yadier Molina          24  111  353   30   97  15  0   6   40  34   43  .275  .340  .368   1   1  18   3   2   4   5   85
 STL Albert Pujols          27  158  565   99  185  38  1  32  103  99   58  .327  .429  .568   2   6  27   7   0   8  22  157
 STL Adam Kennedy           31   87  279   27   61   9  1   3   18  22   33  .219  .282  .290   6   2   9   3   1   1   6   50
 STL Scott Rolen            32  112  392   55  104  24  2   8   58  37   56  .265  .331  .398   5   3  13   5   0   7   2   89
 STL David Eckstein         32  117  434   58  134  23  0   3   31  24   22  .309  .356  .382  10   1   9  12   7   7   0   93
 STL Chris Duncan           26  127  375   51   97  20  0  21   70  55  123  .259  .354  .480   2   1   4   1   0   1   3  115
 STL Jim Edmonds            37  117  365   39   92  15  2  12   53  41   75  .252  .325  .403   0   2   9   0   2   3   2   88
 STL Juan Encarnacion       31   78  283   43   80  17  1   9   47  18   43  .283  .324  .445   2   2  11   1   1   4   0   98
 STL Aaron Miles            30  133  414   55  120  16  1   2   32  25   40  .290  .328  .348   2   1  11   1   4   5   1   76
 STL So Taguchi             37  130  307   48   89  15  0   3   30  23   32  .290  .350  .368   7   4  10   6   3   1   0   88
 STL Ryan Ludwick           28  120  303   42   81  22  0  14   52  26   72  .267  .339  .479   4   4   1   7   3   0   1  110
 STL Scott Spiezio          34   81  223   31   60  14  0   4   31  27   40  .269  .354  .386   0   1   5   4   0   3   2   93
 STL Brendan Ryan           25   67  180   30   52   9  0   4   12  15   19  .289  .347  .406   7   0   3   1   3   0   0   95
 STL Skip Schumaker         27   88  177   19   59  12  2   2   19   8   20  .333  .358  .458   1   1   5   0   1   2   0  111
 STL Rick Ankiel            27   47  172   31   49   8  1  11   39  13   41  .285  .328  .535   1   0   3   0   1   4   0  120
 STL Gary Bennett           35   59  155   12   39   7  0   2   17   8   16  .252  .286  .335   1   1   6   1   2   4   1   61
 STL Kelly Stinnett         37   26   82    7   13   3  0   1    5   5   22  .159  .207  .232   0   0   2   0   0   0   2   14
 STL Miguel Cairo           33   28   67    8   17   2  2   0    5   3    5  .254  .296  .343   2   1   0   1   1   0   0   66
 STL Preston Wilson         32   25   64    6   14   3  0   1    5   4   17  .219  .265  .313   2   1   2   0   0   0   0   50
 STL Russell Branyan        31   21   32    4    6   0  0   1    2   7   15  .188  .333  .281   0   0   1   0   0   0   0   63
 STL Brian Barden           26   15   23    6    5   1  0   0    0   2    4  .217  .280  .261   0   0   2   0   0   0   0   42
 STL Adam Wainwright        25   36   62    4   18   3  0   1    6   3   18  .290  .323  .387   0   1   1   0   9   0   0   84
 STL Braden Looper          32   29   53    6   10   2  0   0    6   4   19  .189  .259  .226   0   0   1   1   5   0   0   28
 STL Kip Wells              30   34   53    7   17   1  0   1    5   0   19  .321  .321  .396   0   0   0   0   1   0   0   85
 STL Anthony Reyes          25   25   26    1    2   0  0   0    1   0   10  .077  .077  .077   0   0   1   0   6   0   0  -60
 STL Brad Thompson          25   42   24    1    4   0  0   0    0   0   11  .167  .167  .167   0   0   0   0   7   0   0  -13
 STL Joel Pineiro           28   14   18    2    1   0  0   0    0   2   13  .056  .150  .056   0   0   0   0   4   0   0  -43
 STL Todd Wellemeyer        28   18   16    1    2   0  0   0    1   0    9  .125  .125  .125   0   0   0   0   3   0   0  -35
 STL Mike Maroth            29   15   10    1    2   0  0   0    1   0    1  .200  .200  .200   1   0   0   0   1   0   0    5
 STL Randy Keisler          31    4    6    1    1   0  0   0    0   0    2  .167  .167  .167   0   0   0   0   0   0   0  -13
 STL Troy Percival          37   34    4    0    0   0  0   0    0   0    4  .000  .000  .000   0   0   0   0   0   0   0 -100
 STL Ryan Franklin          34   64    2    0    1   0  0   0    1   0    1  .500  .500  .500   0   0   0   0   0   0   0  162
 STL Kelvin Jimenez         26   30    2    0    0   0  0   0    0   1    2  .000  .333  .000   0   0   0   0   0   0   0   -2
 STL Mark Mulder            29    3    2    0    1   0  0   0    0   0    1  .500  .500  .500   0   0   0   0   0   0   0  162
 STL Chris Carpenter        32    1    1    0    0   0  0   0    0   0    0  .000  .000  .000   0   0   0   0   0   0   0 -100
 STL Troy Cate              26   14    1    0    0   0  0   0    0   0    0  .000  .000  .000   0   0   0   0   0   0   0 -100
 STL Brian Falkenborg       29   16    1    0    0   0  0   0    0   0    1  .000  .000  .000   0   0   0   0   0   0   0 -100
 STL Randy Flores           31   66    1    0    0   0  0   0    0   0    1  .000  .000  .000   0   0   0   0   0   0   0 -100
 STL Josh Hancock           29    8    1    0    0   0  0   0    0   0    0  .000  .000  .000   0   0   0   0   0   0   0 -100
 STL Russ Springer          38   72    1    0    0   0  0   0    0   0    1  .000  .000  .000   0   0   0   0   0   0   0 -100
 PIT Ronny Paulino          26  133  457   56  120  25  0  11   55  33   79  .263  .314  .389   2   2  14   2   0   2   0   83
 PIT Adam LaRoche           27  152  563   71  153  42  0  21   88  62  131  .272  .345  .458   1   1  18   3   0   4   5  108
 PIT Freddy Sanchez         29  147  602   77  183  42  4  11   81  32   76  .304  .343  .442   0   1  13   8   2   9   2  103
 PIT Jose Bautista          26  142  532   75  135  36  2  15   63  68  101  .254  .339  .414   6   3  16   4   4   6   1   96
 PIT Jack Wilson            29  135  477   67  141  29  2  12   56  38   46  .296  .350  .440   2   5   8   6   7   7   9  105
 PIT Jason Bay              28  145  538   78  133  25  2  21   84  59  141  .247  .327  .418   4   1   8   9   0   8   3   93
 PIT Chris Duffy            27   70  241   31   60  11  3   3   22  21   43  .249  .313  .357  13   4   2   3   2   3   0   75
 PIT Xavier Nady            28  125  431   55  120  23  1  20   72  23  101  .278  .330  .476   3   1  16  12   0   4   2  107
 PIT Nate McLouth           25  137  329   62   85  21  3  13   38  39   77  .258  .351  .459  22   1   2   9   3   2   2  110
 PIT Ryan Doumit            26   83  252   33   69  19  2   9   32  22   59  .274  .341  .472   1   2   5   4   0   1   2  110
 PIT Jose Castillo          26   87  221   18   54  18  1   0   24   6   48  .244  .270  .335   0   0  11   2   0   1   2   57
 PIT Cesar Izturis          27   45  123   16   34   3  2   0    8   6    3  .276  .310  .333   0   3   1   0   1   0   0   69
 PIT Nyjer Morgan           26   28  107   15   32   3  4   1    7   9   19  .299  .359  .430   7   3   0   1   1   0   0  105
 PIT Matt Kata              29   47   88    9   22   7  1   1   10   0   15  .250  .258  .386   0   0   3   1   1   0   0   66
 PIT Josh Phelps            29   58   77   13   27   4  2   5   19  14   23  .351  .463  .649   0   0   1   3   0   1   0  187
 PIT Steven Pearce          24   23   68   13   20   5  1   0    6   5   12  .294  .342  .397   2   1   2   0   0   0   0   93
 PIT Rajai Davis            26   24   48    6   13   2  1   0    2   7    3  .271  .357  .354   5   2   1   0   1   1   0   87
 PIT Brad Eldred            26   19   46    3    5   1  0   2    3   1   16  .109  .128  .261   0   0   1   0   0   0   1   -2
 PIT Don Kelly              27   25   27    2    4   0  0   0    0   3    3  .148  .281  .148   0   0   1   2   0   0   0   17
 PIT Carlos Maldonado       28   13   24    2    5   1  0   2    4   5    8  .208  .333  .500   0   0   2   0   0   1   2  114
 PIT Humberto Cota          28    5   14    1    4   1  0   0    3   2    2  .286  .389  .357   0   0   0   1   0   1   0   97
 PIT Tom Gorzelanny         24   29   63    1    4   0  0   0    3   2   31  .063  .106  .063   0   0   2   1   6   0   0  -54
 PIT Paul Maholm            25   27   59    4   11   1  0   0    5   1   29  .186  .200  .203   0   0   2   0   2   0   0    6
 PIT Ian Snell              25   34   57    6    5   0  0   0    2   3   23  .088  .133  .088   0   0   0   0  12   0   0  -40
 PIT Zach Duke              24   20   32    3    8   0  0   0    3   0   12  .250  .250  .250   0   0   0   0   3   0   0   32
 PIT Tony Armas             29   29   26    0    3   1  0   0    2   0   12  .115  .115  .154   0   0   0   0   2   0   0  -30
 PIT Matt Morris            32   11   19    3    6   1  0   1    2   0    7  .316  .316  .526   0   0   0   0   5   0   0  115
 PIT Shane Youman           27   16   12    1    1   0  0   0    0   1    5  .083  .154  .083   0   0   1   0   2   0   0  -35
 PIT Shawn Chacon           29   61   11    1    3   0  0   0    0   0    2  .273  .273  .273   0   0   0   0   2   0   0   43
 PIT John VanBenschoten     27   10    7    1    1   1  0   0    0   1    3  .143  .250  .286   0   0   0   0   2   0   0   40
 PIT Franquelis Osoria      25   25    4    0    0   0  0   0    0   0    2  .000  .000  .000   0   0   0   0   1   0   0 -100
 PIT John Wasdin            34   12    4    0    0   0  0   0    0   0    1  .000  .000  .000   0   0   0   0   0   0   0 -100
 PIT Bryan Bullington       26    5    3    1    1   0  0   0    0   0    0  .333  .333  .333   0   0   0   0   1   0   0   75
 PIT Damaso Marte           32   62    2    0    0   0  0   0    0   0    1  .000  .000  .000   0   0   0   0   0   0   0 -100
 PIT Marty McLeary          32    4    2    0    0   0  0   0    0   0    0  .000  .000  .000   0   0   0   0   0   0   0 -100
 PIT Matt Capps             23   72    1    0    1   0  0   0    0   0    0 1.000 1.000 1.000   0   0   0   0   0   0   0  426
 PIT John Grabow            28   59    1    0    0   0  0   0    0   0    0  .000  .000  .000   0   0   0   0   0   0   0 -100
 PIT Romulo Sanchez         23   16    1    0    0   0  0   0    0   0    1  .000  .000  .000   0   0   0   0   0   0   0 -100
 HOU Brad Ausmus            38  117  349   38   82  16  3   3   25  37   74  .235  .318  .324   6   1  11   6   4   1   3   68
 HOU Lance Berkman          31  153  561   95  156  24  2  34  102  94  125  .278  .386  .510   7   3  11   8   0   5  11  131
 HOU Craig Biggio           41  141  517   68  130  31  3  10   50  23  112  .251  .285  .381   4   3   5   3   7   5   0   71
 HOU Morgan Ensberg         31   85  224   36   52  10  0   8   31  31   48  .232  .323  .384   0   1   6   0   2   2   0   83
 HOU Adam Everett           30   66  220   18   51  11  1   2   15  14   31  .232  .281  .318   4   2   3   1   1   0   0   56
 HOU Carlos Lee             31  162  627   93  190  43  1  32  119  53   63  .303  .354  .528  10   5  27   4   0  13  10  126
 HOU Hunter Pence           24  108  456   57  147  30  9  17   69  26   95  .322  .360  .539  11   5  10   1   0   1   0  130
 HOU Luke Scott             29  132  369   49   94  28  5  18   64  53   95  .255  .351  .504   3   1   8   2   0   1   4  119
 HOU Mark Loretta           35  133  460   52  132  23  2   4   41  44   41  .287  .352  .372   1   2  15   3   3   1   0   89
 HOU Chris Burke            27  111  319   39   73  19  2   6   28  27   52  .229  .304  .357   9   3  10   8   8   1   1   72
 HOU Mike Lamb              31  124  311   45   90  14  2  11   40  36   45  .289  .366  .453   0   0   5   3   1   2   5  112
 HOU Jason Lane             30   68  169   18   30   5  0   8   27  16   30  .178  .257  .349   1   1   4   3   1   3   0   56
 HOU Ty Wigginton           29   50  169   24   48  12  0   6   18  13   40  .284  .342  .462   2   0   8   3   0   2   0  107
 HOU Eric Bruntlett         29   80  138   16   34   5  0   0   14  20   27  .246  .346  .283   6   3   1   1   6   0   1   67
 HOU Eric Munson            29   50  132   14   31   4  0   4   15  16   15  .235  .313  .356   0   0   8   0   0   2   1   74
 HOU Orlando Palmeiro       38  101  103   12   24   3  0   0    6  16    8  .233  .342  .262   0   1   2   1   2   0   1   61
 HOU Josh Anderson          24   21   67   10   24   3  0   0   11   5    6  .358  .413  .403   1   1   0   2   0   1   0  114
 HOU Humberto Quintero      27   29   53    2   12   2  0   0    1   2   13  .226  .281  .264   0   0   2   2   0   0   1   43
 HOU J.R. Towles            23   14   40    9   15   5  0   1   12   3    1  .375  .432  .575   0   1   1   1   0   0   1  159
 HOU Cody Ransom            31   19   35    9    8   2  0   1    3   9    9  .229  .413  .371   0   0   1   2   0   0   1  107
 HOU Roy Oswalt             29   32   64    2    8   1  0   0    3   3   21  .125  .176  .141   0   0   1   1  11   0   0  -16
 HOU Woody Williams         40   33   59    3    6   0  0   1    2   0   25  .102  .102  .153   0   0   1   0   5   0   0  -35
 HOU Wandy Rodriguez        28   30   49    2    6   1  0   0    2   2   15  .122  .157  .143   0   0   2   0  12   0   0  -21
 HOU Matt Albers            24   31   29    0    2   0  0   0    0   0   17  .069  .069  .069   0   0   0   0   3   0   0  -64
 HOU Jason Jennings         28   19   26    1    2   0  0   0    1   3    8  .077  .172  .077   0   0   0   0   1   0   0  -32
 HOU Chris Sampson          29   22   26    5    4   0  0   0    0   0   10  .154  .154  .154   0   0   0   0   8   0   0  -19
 HOU Brandon Backe          29    7   10    5    4   1  0   1    1   1    3  .400  .455  .800   0   0   0   0   0   0   0  218
 HOU Juan Gutierrez         23    7    6    1    0   0  0   0    0   0    4  .000  .000  .000   0   0   0   0   1   0   0 -100
 HOU Felipe Paulino         23    5    6    0    0   0  0   0    0   0    4  .000  .000  .000   0   0   0   0   0   0   0 -100
 HOU Brian Moehler          35   40    5    0    1   0  0   0    0   0    3  .200  .200  .200   0   0   0   0   0   0   0    5
 HOU Troy Patton            21    3    3    0    1   0  0   0    0   0    1  .333  .333  .333   0   0   0   0   0   0   0   75
 HOU Dave Borkowski         30   62    2    0    0   0  0   0    0   0    1  .000  .000  .000   0   0   0   0   0   0   0 -100
 HOU Rick White             38   20    1    0    0   0  0   0    0   0    1  .000  .000  .000   0   0   0   0   0   0   0 -100
 SFG Bengie Molina          32  134  497   38  137  19  1  19   81  15   53  .276  .298  .433   0   0  13   2   1   2   2   86
 SFG Ryan Klesko            36  116  362   51   94  27  3   6   44  46   68  .260  .344  .401   5   1  14   1   1   1   2   92
 SFG Ray Durham             35  138  464   56  101  21  2  11   71  53   75  .218  .295  .343  10   2  18   2   0   9   6   65
 SFG Pedro Feliz            32  150  557   61  141  28  2  20   72  29   70  .253  .290  .418   2   2  15   1   0   3   2   81
 SFG Omar Vizquel           40  145  513   54  126  18  3   4   51  44   48  .246  .305  .316  14   6  14   1  14   3   6   62
 SFG Barry Bonds            42  126  340   75   94  14  0  28   66 132   54  .276  .480  .565   5   0  13   3   0   2  43  170
 SFG Dave Roberts           35  114  396   61  103  17  9   2   23  42   66  .260  .331  .364  31   5   4   0   4   0   1   80
 SFG Randy Winn             33  155  593   73  178  42  1  14   65  44   85  .300  .353  .445  15   3  12   7   4   5   3  105
 SFG Rich Aurilia           35   99  329   40   83  19  2   5   33  22   45  .252  .304  .368   0   0   8   4   0   3   1   73
 SFG Kevin Frandsen         25  109  264   26   71  12  1   5   31  21   24  .269  .331  .379   4   3  17   5   3   3   3   84
 SFG Fred Lewis             26   58  157   34   45   6  2   3   19  19   32  .287  .374  .408   5   1   4   3   1   0   0  103
 SFG Daniel Ortmeier        26   62  157   20   45   7  4   6   16   7   41  .287  .317  .497   2   1   2   1   0   2   1  107
 SFG Rajai Davis            26   51  142   26   40   9  1   1    7  14   25  .282  .363  .380  17   4   0   4   2   0   1   93
 SFG Nate Schierholtz       23   39  112    9   34   5  3   0   10   2   19  .304  .316  .402   3   1   0   1   0   2   0   85
 SFG Mark Sweeney           37   76   90   18   23   8  0   2   10  13   18  .256  .368  .411   2   0   0   3   1   0   0  102
 SFG Guillermo Rodriguez    29   39   87   10   22   6  0   1   14  10   17  .253  .327  .356   0   1   3   0   0   1   0   77
 SFG Eliezer Alfonzo        28   26   64    5   16   2  1   1    6   2   23  .250  .284  .359   0   2   2   1   0   0   2   65
 SFG Todd Linden            27   30   55    6   10   1  0   0    3   5   23  .182  .250  .200   0   0   0   0   0   0   1   19
 SFG Lance Niekro           28   11   17    0    3   0  0   0    0   1    5  .176  .222  .176   0   0   1   0   0   0   0    5
 SFG Scott McClain          35    8   11    1    2   0  0   0    0   0    2  .182  .182  .182   0   0   0   0   0   0   0   -5
 SFG Eugenio Velez          25   14   11    5    3   0  2   0    2   2    3  .273  .385  .636   4   0   0   0   0   0   0  158
 SFG Luis Figueroa          33    6    5    1    1   0  0   0    0   0    0  .200  .200  .200   0   0   0   0   0   0   0    4
 SFG Barry Zito             29   32   62    2    7   0  0   0    3   2   16  .113  .141  .113   0   0   0   0   4   0   0  -33
 SFG Matt Cain              22   30   57    3    4   0  0   2    4   2   32  .070  .102  .175   0   0   0   0   7   0   0  -30
 SFG Noah Lowry             26   33   57    3    5   2  0   1    5   1   15  .088  .103  .175   0   1   0   0   4   0   0  -30
 SFG Tim Lincecum           23   24   43    2    4   1  0   0    0   2   21  .093  .133  .116   0   0   1   0   6   0   0  -34
